Food counter 	Food type	Sub-category	Region	Year of study	Report type	"kg CO2-eq/kg produce, BFM or L after conversion"	Notes (conventional farming assumed unless stated)	Reference	reference number
Meat Counter	Pork	Non-Ruminants	Australia	2010	Report	3.90	"Conventional litter southern supply chain, low grade meat"	"Wiedemann, S., E. McGahan, S. Grist and T. Grant (2010). Environmental Assessment of Two Pork Supply Chains Using Life Cycle Assessment. RIRDC Publication No. 09/176. canberra, Rural Industries Research and Development Corporation."	1324
Meat Counter	Pork	Non-Ruminants	Denmark	2011	Journal	3.90	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1325
Meat Counter	Pork	Non-Ruminants	Poland	2011	Journal	3.95		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1326
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	4.02	"system 1b, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1327
Meat Counter	Pork	Non-Ruminants	Sweden	2004	Report	4.10	Focus on animal welfare 	"Cederberg, C. and A. Flysjö (2004). Environmental assessment of future pig farming systems –quantification of three scenarios from the FOOD 21 synthesis wor. SIK – The Swedish Institute for Food and Biotechnology. Göteborg,, SIK – The Swedish Institute for Food and Biotechnology."	1328
Meat Counter	Pork	Non-Ruminants	Spain	2011	Journal	4.10		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1329
Meat Counter	Pork	Non-Ruminants	Denmark	2007	Report	4.14		"Kool, A., H. Blonk, T. Ponsioen, W. Sukkel, H. Vermeer, J. d. Vries and R. Hoste (2009). Carbon footprints of conventional and organic pork: Assessment of Typical Production Systems in the Netherlands, Denmark, England and German. Gouda, Blonk Milieu Advies BV."	1330
Meat Counter	Pork	Non-Ruminants	corsica	2014	Conference	4.16	farm 3	"Espagnol, S. and J. Demartini (2014). Environmental impacts of extensive outdoor pig production systems in Corsica. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 364-371."	1331
Meat Counter	Pork	Non-Ruminants	France	2011	Journal	4.20		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1332
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	4.25	"system 2cb, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1333
Meat Counter	Pork	Non-Ruminants	bulgaria	2011	Journal	4.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1334
Meat Counter	Pork	Non-Ruminants	Czech republic	2011	Journal	4.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1335
Meat Counter	Pork	Non-Ruminants	Sweden	2005	Journal	4.30	Conventional 	"Strid Eriksson, I., H. Elmquist, S. Stern and T. Nybrant (2005). ""Environmental Systems Analysis of Pig Production - The Impact of Feed Choice (12 pp)."" The International Journal of Life Cycle Assessment 10(2): 143-154."	1336
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	4.32	"system 1c, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1337
Meat Counter	Pork	Non-Ruminants	Sweden	2004	Report	4.40	Focus on quality and price 	"Cederberg, C. and A. Flysjö (2004). Environmental assessment of future pig farming systems –quantification of three scenarios from the FOOD 21 synthesis wor. SIK – The Swedish Institute for Food and Biotechnology. Göteborg,, SIK – The Swedish Institute for Food and Biotechnology."	1338
Meat Counter	Pork	Non-Ruminants	Netherlands	2007	Report	4.44	Organic	"Kool, A., H. Blonk, T. Ponsioen, W. Sukkel, H. Vermeer, J. d. Vries and R. Hoste (2009). Carbon footprints of conventional and organic pork: Assessment of Typical Production Systems in the Netherlands, Denmark, England and German. Gouda, Blonk Milieu Advies BV."	1339
Meat Counter	Pork	Non-Ruminants	Netherlands	2008	Report	4.44		"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	1340
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	4.45		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	1341
Meat Counter	Pork	Non-Ruminants	Netherlands	2008	Report	4.50		"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	1342
Meat Counter	Pork	Non-Ruminants	Ireland	2011	Journal	4.50		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1343
Meat Counter	Pork	Non-Ruminants	romania	2011	Journal	4.50		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1344
Meat Counter	Pork	Non-Ruminants	United Kingdom	2007	Report	4.54	organic	"Kool, A., H. Blonk, T. Ponsioen, W. Sukkel, H. Vermeer, J. d. Vries and R. Hoste (2009). Carbon footprints of conventional and organic pork: Assessment of Typical Production Systems in the Netherlands, Denmark, England and German. Gouda, Blonk Milieu Advies BV."	1345
Meat Counter	Pork	Non-Ruminants	world	2009	Report	4.58		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	1346
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	4.67	"system 3, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1347
Meat Counter	Pork	Non-Ruminants	Netherlands	2011	Journal	4.80		"Ponsioen, T. C. and T. J. Blonk (2012). ""Calculating land use change in carbon footprints of agricultural products as an impact of current land use."" Journal of Cleaner Production 28(0): 120-126."	1348
Meat Counter	Pork	Non-Ruminants	Sweden	2005	Journal	4.80	conventional 	"Strid Eriksson, I., H. Elmquist, S. Stern and T. Nybrant (2005). ""Environmental Systems Analysis of Pig Production - The Impact of Feed Choice (12 pp)."" The International Journal of Life Cycle Assessment 10(2): 143-154."	1349
Meat Counter	Pork	Non-Ruminants	 Canada west 	2014	Conference	4.89		"Mackenzie, S., I. Leinonen, N. Ferguson and I. Kyriazakis1 (2014). Accounting for uncertainty in the quantification of the environmental impacts of Canadian pig farming systems. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 743-751."	1350
Meat Counter	Pork	Non-Ruminants	Denmark	2011	Journal	4.89	attributional	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2011). ""Environmental assessment of Danish pork. Aarhus University, Department of Agroecology. Denmark, Report no 103."" Retrieved 14/02/2016, from http://web.agrsci.dk/djfpublikation/djfpdf/ir_103_54761_indhold_internet.pdf."	1351
Meat Counter	Pork	Non-Ruminants	Belgium	2011	Journal	5.00	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1352
Meat Counter	Pork	Non-Ruminants	World	2008	Journal	5.05		"Michaelowa, A. and B. Dransfeld (2008). ""Greenhouse gas benefits of fighting obesity."" Ecological Economics 66(2–3): 298-308."	1353
Meat Counter	Pork	Non-Ruminants	 Canada east 	2014	Conference	5.06		"Mackenzie, S., I. Leinonen, N. Ferguson and I. Kyriazakis1 (2014). Accounting for uncertainty in the quantification of the environmental impacts of Canadian pig farming systems. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 743-751."	1354
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.07	with anaerobic digeser on farm	"Garrigues, E., M. S. Corson, A. l. Wilfart and S. Menasseri (2014). Effect of on-farm biogas production on impacts of pig production in Brittany, France. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 450-455."	1355
Meat Counter	Pork	Non-Ruminants	France	2005	Journal	5.10	GAPb_	"Basset-Mens, C. and H. M. G. van der Werf (2005). ""Scenario-based environmental assessment of farming systems: the case of pig production in France."" Agriculture, Ecosystems & Environment 105(1‚Äì2): 127-144."	1356
Meat Counter	Pork	Non-Ruminants	Italy	2011	Journal	5.10		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1357
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.11	"system 2b, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1358
Meat Counter	Pork	Non-Ruminants	Germany	2007	Report	5.14		"Kool, A., H. Blonk, T. Ponsioen, W. Sukkel, H. Vermeer, J. d. Vries and R. Hoste (2009). Carbon footprints of conventional and organic pork: Assessment of Typical Production Systems in the Netherlands, Denmark, England and German. Gouda, Blonk Milieu Advies BV."	1359
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.16	baseline	"Garrigues, E., M. S. Corson, A. l. Wilfart and S. Menasseri (2014). Effect of on-farm biogas production on impacts of pig production in Brittany, France. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 450-455."	1360
Meat Counter	Pork	Non-Ruminants	Sweden	2009	Report	5.20		"Cederberg, C., U. Sonesson, M. Henriksson, V. Sund and J. Davis (2009). Greenhouse gas emissions from Swedish production of meat, milk and eggs 1990 and 2005. SIK Report No 793. Sweden, SIK."	1361
Meat Counter	Pork	Non-Ruminants	Australia	2010	Report	5.25	"Conventional litter southern supply chain, mass allocation"	"Wiedemann, S., E. McGahan, S. Grist and T. Grant (2010). Environmental Assessment of Two Pork Supply Chains Using Life Cycle Assessment. RIRDC Publication No. 09/176. canberra, Rural Industries Research and Development Corporation."	1362
Meat Counter	Pork	Non-Ruminants	Germany	2011	Journal	5.35		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1363
Meat Counter	Pork	Non-Ruminants	EU 27	2012	Conference	5.37	conventional	"Dourmad, J. Y., J. Ryschawy, T. Trousson, M. Bonneau, J. Gonzalez, H. W. J. Houwers, M. Hviid, C. Zimmer, T. L. Nguyen and L. Morgensent (2012). Evaluation of the environmental sustainability of different European pig production systems using life cycle assessmen. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	1364
Meat Counter	Pork	Non-Ruminants	Denmark	2011	Journal	5.39	attributional	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2011). ""Environmental assessment of Danish pork. Aarhus University, Department of Agroecology. Denmark, Report no 103."" Retrieved 14/02/2016, from http://web.agrsci.dk/djfpublikation/djfpdf/ir_103_54761_indhold_internet.pdf."	1365
Meat Counter	Pork	Non-Ruminants	Denmark	2011	Journal	5.39	consequential	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2011). ""Environmental assessment of Danish pork. Aarhus University, Department of Agroecology. Denmark, Report no 103."" Retrieved 14/02/2016, from http://web.agrsci.dk/djfpublikation/djfpdf/ir_103_54761_indhold_internet.pdf."	1366
Meat Counter	Pork	Non-Ruminants	Import	2014	Journal	5.50		"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	1367
Meat Counter	Pork	Non-Ruminants	Sweden	2014	Journal	5.50	 intensive indoor	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	1368
Meat Counter	Pork	Non-Ruminants	Australia	2014	Conference	5.55	utilised protien and energy	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	1369
Meat Counter	Pork	Non-Ruminants	Germany	2012	Journal	5.60		"Reckmann, K., I. Traulsen and J. Krieter (2013). ""Life Cycle Assessment of pork production: A data inventory for the case of Germany."" Livestock Science 157(2–3): 586-596."	1370
Meat Counter	Pork	Non-Ruminants	United Kingdom	2006	Report	5.60	organic	"Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA."	1371
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.69	"biosphical, mean AGRIBALYSE® biophysical"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1372
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.72	"baseline, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1373
Meat Counter	Pork	Non-Ruminants	EU 27	2012	Conference	5.72	Organic	"Dourmad, J. Y., J. Ryschawy, T. Trousson, M. Bonneau, J. Gonzalez, H. W. J. Houwers, M. Hviid, C. Zimmer, T. L. Nguyen and L. Morgensent (2012). Evaluation of the environmental sustainability of different European pig production systems using life cycle assessmen. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	1374
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.74	"pig pasture system rouge quality label, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1375
Meat Counter	Pork	Non-Ruminants	hungary	2011	Journal	5.80		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1376
Meat Counter	Pork	Non-Ruminants	US 	2010	Journal	5.86	"conv, high profit_"	"Pelletier, N., P. Lammers, D. Stender and R. Pirog (2010). ""Life cycle assessment of high- and low-profitability commodity and deep-bedded niche swine production systems in the Upper Midwestern United States."" Agricultural Systems 103(9): 599-608."	1377
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	5.89	"Biosphical, mean AGRIBALYSE® biophysical"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1378
Meat Counter	Pork	Non-Ruminants	Denmark	2011	Journal	5.90	consequential	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2011). ""Environmental assessment of Danish pork. Aarhus University, Department of Agroecology. Denmark, Report no 103."" Retrieved 14/02/2016, from http://web.agrsci.dk/djfpublikation/djfpdf/ir_103_54761_indhold_internet.pdf."	1379
Meat Counter	Pork	Non-Ruminants	corsica	2014	Conference	5.97	baseline	"Espagnol, S. and J. Demartini (2014). Environmental impacts of extensive outdoor pig production systems in Corsica. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 364-371."	1380
Meat Counter	Pork	Non-Ruminants	Italy	2012	Conference	5.97		"Rugani, B., E. Neri, V. Niccolucci, F. M. Pulselli and S. Bastianoni (2012). Emergy and life-cycle sustainability of pig meat products. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	1381
Meat Counter	Pork	Non-Ruminants	US 	2010	Journal	6.00	"nNiche, litter, high profit "	"Pelletier, N., P. Lammers, D. Stender and R. Pirog (2010). ""Life cycle assessment of high- and low-profitability commodity and deep-bedded niche swine production systems in the Upper Midwestern United States."" Agricultural Systems 103(9): 599-608."	1382
Meat Counter	Pork	Non-Ruminants	brazil	2015	Journal	6.07		"Cherubini, E., G. M. Zanghelini, R. A. F. Alvarenga, D. Franco and S. R. Soares (2015). ""Life cycle assessment of swine production in Brazil: a comparison of four manure management systems."" Journal of Cleaner Production 87(0): 68-77."	1383
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	6.10	"top third overall, indoor, slatted housing, non-organic"	"Fry, J. and C. Kingston (2009). Life Cycle Assessment of Pork. Final Report Environmental Resources Management, Agriculture and Horticulture Development Board Meat Services, AHDBMS."	1384
Meat Counter	Pork	Non-Ruminants	Estonia	2011	Journal	6.10	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1385
Meat Counter	Pork	Non-Ruminants	Australia	2010	Report	6.10	"conventional litter southern supply chain, economic allocation"	"Wiedemann, S., E. McGahan, S. Grist and T. Grant (2010). Environmental Assessment of Two Pork Supply Chains Using Life Cycle Assessment. RIRDC Publication No. 09/176. canberra, Rural Industries Research and Development Corporation."	1386
Meat Counter	Pork	Non-Ruminants	Nth America	2013	Report	6.10		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1387
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	6.11	"top third mortality rates, indoor, slatted housing, non-organic"	"Fry, J. and C. Kingston (2009). Life Cycle Assessment of Pork. Final Report Environmental Resources Management, Agriculture and Horticulture Development Board Meat Services, AHDBMS."	1388
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	6.14	"top third feed conversion, indoor, slatted housing, non-organic"	"Fry, J. and C. Kingston (2009). Life Cycle Assessment of Pork. Final Report Environmental Resources Management, Agriculture and Horticulture Development Board Meat Services, AHDBMS."	1389
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.16	"on farm feed supply, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1390
Meat Counter	Pork	Non-Ruminants	Finland	2012	Conference	6.20	farmgate	"Usva, K., J. Nousiainen, H. Hyva_rinen and Y. Virtanen (2012). LCAs for animal products pork, beef, milk and eggs in Finland. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	1391
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.20		"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1392
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.23	"rapeseed meal conventional, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1393
Meat Counter	Pork	Non-Ruminants	Denmark	2007	Journal	6.24		"Dalgaard, R., N. Halberg and J. E. Hermansen (2007). ""Danish pork production An environmental assessment."" DJF Animal Science(82): 1-38."	1394
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	6.30	"top third piglet numbers, indoor, slatted housing, non-organic"	"Fry, J. and C. Kingston (2009). Life Cycle Assessment of Pork. Final Report Environmental Resources Management, Agriculture and Horticulture Development Board Meat Services, AHDBMS."	1395
Meat Counter	Pork	Non-Ruminants	Australia	2011	Conference	6.30		"Eady, S. J., P. Sanguansri, R. Bektash, B. Ridoutt, L. Simons and P. Swiergon (2011a). Carbon footprint for Australian agricultural products and downstream food products in the supermarket. ALCAS. Melbourne, ALCAS."	1396
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.32	"Conventional, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1397
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	6.34	"BPEX, indoor, fully slatted"	"Fry, J. and C. Kingston (2009). Life Cycle Assessment of Pork. Final Report Environmental Resources Management, Agriculture and Horticulture Development Board Meat Services, AHDBMS."	1398
Meat Counter	Pork	Non-Ruminants	United Kingdom	2009	Report	6.34	"best case housing for ammonia mgmt, indoor, slatted housing, non-organic"	"Fry, J. and C. Kingston (2009). Life Cycle Assessment of Pork. Final Report Environmental Resources Management, Agriculture and Horticulture Development Board Meat Services, AHDBMS."	1399
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.37	"pig, excess slury conventional, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1400
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.39		"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1401
Meat Counter	Pork	Non-Ruminants	United Kingdom	2006	Report	6.40		"Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA."	1402
Meat Counter	Pork	Non-Ruminants	Netherlands	2011	Journal	6.52		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1403
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.53	"system 1a, AGRIBALYSE®"	"Espagnol, S., A. Rugani, C. Roguet, A. Loussouarn, Y. Ramonet and J.-Y. Dourmad (2014). Environmental improvement of pig production: construction and assessment of eight models of pig farms for the future. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 372-379."	1404
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	6.58	"soymeal conventional, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1405
Meat Counter	Pork	Non-Ruminants	Japan	2012	Journal	6.60		"Roy, P., T. Orikasa, M. Thammawong, N. Nakamura, Q. Xu and T. Shiina (2012). ""Life cycle of meats: An opportunity to abate the greenhouse gas emission from meat industry in Japan."" Journal of Environmental Management 93(1): 218-224."	1406
Meat Counter	Pork	Non-Ruminants	finlsnd	2011	Journal	6.63		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1407
Meat Counter	Pork	Non-Ruminants	portugal	2011	Journal	6.65		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1408
Meat Counter	Pork	Non-Ruminants	Denmark	2008	Journal	6.65		"Halberg, N., J. Hermansen, I. Kristensen, J. Eriksen, N. Tvedegaard and B. Petersen (2010). ""Impact of organic pig production systems on CO2 emission, C sequestration and nitrate pollution."" Agronomy for Sustainable Development 30(4): 721-731."	1409
Meat Counter	Pork	Non-Ruminants	E Europe	2013	Report	6.75		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1410
