Food counter 	Food type	Sub-category	Region	Year of study	Report type	"kg CO2-eq/kg produce, BFM or L after conversion"	Notes (conventional farming assumed unless stated)	Reference	reference number
Fruit and Vegetable Counter	Onion	Bulbs	Japan	2008	Conference	0.34		"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington."	0604
Fruit and Vegetable Counter	Onion	Bulbs	United Kingdom	2009	Report	0.37		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0605
Fruit and Vegetable Counter	Oranges 	Hesperidium	Sicily	2013	Journal	0.18		"Pergola, M., M. D'Amico, G. Celano, A. M. Palese, A. Scuderi, G. Di Vita, G. Pappalardo and P. Inglese (2013). ""Sustainability evaluation of Sicily's lemon and orange production: An energy, economic and environmental analysis."" Journal of Environmental Management 128(0): 674-682."	0606
Fruit and Vegetable Counter	Oranges 	Hesperidium	Case study Spain	71	Report	0.21	integrated production	"Cederberg, C. and K. Darelius (2000). Life Cycle Assessment (LCA) of beef - a study of different production forms (in swedish). Naturresursforum. Halmstad, Landstinget Halland "	0607
Fruit and Vegetable Counter	Oranges 	Hesperidium	Brazil	2011	Report	0.22	organic: small scale	"Knudsen, M., G. Fonseca de Almeida, V. Langer, L. Santiago de Abreu and N. Halberg (2011). ""Environmental assessment of organic juice imported to Denmark: a case study on oranges (Citrus sinensis) from Brazil."" Organic Agriculture 1(3): 167-185."	0608
Fruit and Vegetable Counter	Oranges 	Hesperidium	Italy	2009	Journal 	0.24		"Beccali, M., M. Cellura, M. ludicello and M. Mistretta (2009). ""Resource consumption and environmental impacts of the agroffod sector: life cycle assessment of italian citrus-based products."" Environmental Management 43(4): 707-724"	0609
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain (Valencia)	2009	Journal	0.24	organic farming	"Ribal, J., N. Sanjuan, et al. (2009). ""Medicion de la ecoeficiencia en procesos productivos en el sector agrario. Caso de estudio sobre produccion de citricos."" Economia Agraria y Recursos Naturales 9(1): 125-148."	0610
Fruit and Vegetable Counter	Oranges 	Hesperidium	Brazil	2009	Report	0.25	organic small scale	"Jungbluth, N., G. Doublet, M. Stucki and S. Schori (2013). Deliverable: D2.1 Life cycle assessment of orange juice Project no. 288974. SENSE ‘HarmoniSed Environmental Sustainability in the European food and drink chain’. Zürich, ESU-services Ltd."	0611
Fruit and Vegetable Counter	Oranges 	Hesperidium	Brazil	2011	Report	0.25	conventional: small scale	"Knudsen, M., G. Fonseca de Almeida, V. Langer, L. Santiago de Abreu and N. Halberg (2011). ""Environmental assessment of organic juice imported to Denmark: a case study on oranges (Citrus sinensis) from Brazil."" Organic Agriculture 1(3): 167-185."	0612
Fruit and Vegetable Counter	Oranges 	Hesperidium	Brazil	2011	Report	0.25	organic: large scale	"Knudsen, M., G. Fonseca de Almeida, V. Langer, L. Santiago de Abreu and N. Halberg (2011). ""Environmental assessment of organic juice imported to Denmark: a case study on oranges (Citrus sinensis) from Brazil."" Organic Agriculture 1(3): 167-185."	0613
Fruit and Vegetable Counter	Oranges 	Hesperidium	Sicily	2013	Journal	0.27		"Pergola, M., M. D'Amico, G. Celano, A. M. Palese, A. Scuderi, G. Di Vita, G. Pappalardo and P. Inglese (2013). ""Sustainability evaluation of Sicily's lemon and orange production: An energy, economic and environmental analysis."" Journal of Environmental Management 128(0): 674-682."	0614
Fruit and Vegetable Counter	Oranges 	Hesperidium	Brazil*	2009	Report	0.29	organic large scale	"Jungbluth, N., G. Doublet, M. Stucki and S. Schori (2013). Deliverable: D2.1 Life cycle assessment of orange juice Project no. 288974. SENSE ‘HarmoniSed Environmental Sustainability in the European food and drink chain’. Zürich, ESU-services Ltd."	0615
Fruit and Vegetable Counter	Oranges 	Hesperidium	USA	2011	Journal	0.33		"González, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570."	0616
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain (Valencia)	2009	Report	0.33	integrated production	"Jungbluth, N., G. Doublet, M. Stucki and S. Schori (2013). Deliverable: D2.1 Life cycle assessment of orange juice Project no. 288974. SENSE ‘HarmoniSed Environmental Sustainability in the European food and drink chain’. Zürich, ESU-services Ltd."	0617
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain (Valencia)	2005	Journal	0.36	integrated production	"Sanjuan, N., L. Ubeda, G. Clemente, A. Mulet and F. Girona (2005). ""LCA of integrated orange production in the Comunidad Valenciana (Spain)."" International Journal of Agricultural Resources, Governance and Ecology 4(2): 163-177."	0618
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain	2009	Journal	0.36	integrated production	"Ribal, J., N. Sanjuan, et al. (2009). ""Medicion de la ecoeficiencia en procesos productivos en el sector agrario. Caso de estudio sobre produccion de citricos."" Economia Agraria y Recursos Naturales 9(1): 125-148."	0619
Fruit and Vegetable Counter	Oranges 	Hesperidium	USA (Florida)	2009	Report	0.41	conventional production	"Jungbluth, N., G. Doublet, M. Stucki and S. Schori (2013). Deliverable: D2.1 Life cycle assessment of orange juice Project no. 288974. SENSE ‘HarmoniSed Environmental Sustainability in the European food and drink chain’. Zürich, ESU-services Ltd."	0620
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain (Valencia)	2005	Journal	0.42	integrated production	"Sanjuan, N., L. Ubeda, G. Clemente, A. Mulet and F. Girona (2005). ""LCA of integrated orange production in the Comunidad Valenciana (Spain)."" International Journal of Agricultural Resources, Governance and Ecology 4(2): 163-177."	0621
Fruit and Vegetable Counter	Oranges 	Hesperidium	USA (Florida)	2012	Journal	0.45	conventional production	"Dwivedi, P., T. Spreen and R. Goodrich-Schneider (2012). ""Global warming impact of Florida’s Not-From-Concentrate (NFC) orange juice."" Agricultural Systems 108(0): 104-111."	0622
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain (Valencia)	2009	Journal	0.49	organic farming	"Ribal, J., N. Sanjuan, et al. (2009). ""Medicion de la ecoeficiencia en procesos productivos en el sector agrario. Caso de estudio sobre produccion de citricos."" Economia Agraria y Recursos Naturales 9(1): 125-148."	0623
Fruit and Vegetable Counter	Oranges 	Hesperidium	Eurpoe	2009	Report	0.51	RDC	"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0624
Fruit and Vegetable Counter	Oranges 	Hesperidium	Spain	2009	Journal	0.59	Integrated production	"Ribal, J., N. Sanjuan, et al. (2009). ""Medicion de la ecoeficiencia en procesos productivos en el sector agrario. Caso de estudio sobre produccion de citricos."" Economia Agraria y Recursos Naturales 9(1): 125-148."	0625
Fruit and Vegetable Counter	Papayas 	Pepo	imported	2009	Report		excluded no country of origin	"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0626
Fruit and Vegetable Counter	Peach	Drupe	Japan	2009	Conference	0.81		"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington."	0627
Fruit and Vegetable Counter	Peaches and Nectarines 	Drupe	Spain	2014	Conference	0.38		"Torres, C. M., A. Anto_n and F. Castells (2014). Moving toward scientific LCA for farmers. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1336-1433."	0628
Fruit and Vegetable Counter	Peaches and Nectarines 	Drupe	Eurpoe	2009	Report	0.43		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0629
Fruit and Vegetable Counter	Peaches and Nectarines 	Drupe	imported	2009	Report		excluded no country of origin	"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0630
Fruit and Vegetable Counter	Pears	Pome	China	2010	Journal	0.19		"Liu, Y., V. Langer, H. Høgh-Jensen and H. Egelyng (2010). ""Life Cycle Assessment of fossil energy use and greenhouse gas emissions in Chinese pear production."" Journal of Cleaner Production 18(14): 1423-1430."	0631
Fruit and Vegetable Counter	Pears	Pome	China	2010	Journal	0.22		"Liu, Y., V. Langer, H. Høgh-Jensen and H. Egelyng (2010). ""Life Cycle Assessment of fossil energy use and greenhouse gas emissions in Chinese pear production."" Journal of Cleaner Production 18(14): 1423-1430."	0632
Fruit and Vegetable Counter	Pears	Pome	China	2010	Journal	0.29		"Liu, Y., V. Langer, H. Høgh-Jensen and H. Egelyng (2010). ""Life Cycle Assessment of fossil energy use and greenhouse gas emissions in Chinese pear production."" Journal of Cleaner Production 18(14): 1423-1430."	0633
Fruit and Vegetable Counter	Pears	Pome	China	2010	Journal	0.31		"Liu, Y., V. Langer, H. Høgh-Jensen and H. Egelyng (2010). ""Life Cycle Assessment of fossil energy use and greenhouse gas emissions in Chinese pear production."" Journal of Cleaner Production 18(14): 1423-1430."	0634
Fruit and Vegetable Counter	Pears	Pome	China	2010	Journal	0.34		"Liu, Y., V. Langer, H. Høgh-Jensen and H. Egelyng (2010). ""Life Cycle Assessment of fossil energy use and greenhouse gas emissions in Chinese pear production."" Journal of Cleaner Production 18(14): 1423-1430."	0635
Fruit and Vegetable Counter	Pears and Apples	Pome	United Kingdom	2012	Journal 	0.63		"Berners-Lee, M., C. Hoolohan, H. Cammack and C. N. Hewitt (2012). ""The relative greenhouse gas impacts of realistic dietary choices."" Energy Policy 43(0): 184-190."	0636
Fruit and Vegetable Counter	Pears and Quinces	Pome	Switzerland	2012	Journal	0.30		"Stoessel, F., R. Juraske, S. Pfister and S. Hellweg (2012). ""Life Cycle Inventory and Carbon and Water FoodPrint of Fruits and Vegetables: Application to a Swiss Retailer."" Environmental Science & Technology 46(6): 3253-3262."	0637
Fruit and Vegetable Counter	Pears and Quinces	Pome	United Kingdom	2009	Report	0.32		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0638
Fruit and Vegetable Counter	Pears and Quinces	Pome	imported	2009	Report		excluded no country of origin	"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0639
Fruit and Vegetable Counter	Peppers/Capsicums	True Berry	Australia	2010	Journal	0.23		"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588."	0640
Fruit and Vegetable Counter	Peppers/Capsicums	True Berry	Japan	2008	Conference	0.66		"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington."	0641
Fruit and Vegetable Counter	Peppers/Capsicums	True Berry	imported	2009	Report	0.87		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0642
Fruit and Vegetable Counter	Peppers/Capsicums (G)	True Berry	Switzerland	2012	Journal 	0.90	"greenhouse, fuel heating oil"	"Stoessel, F., R. Juraske, S. Pfister and S. Hellweg (2012). ""Life Cycle Inventory and Carbon and Water FoodPrint of Fruits and Vegetables: Application to a Swiss Retailer."" Environmental Science & Technology 46(6): 3253-3262."	0643
Fruit and Vegetable Counter	Peppers/Capsicums (G)	True Berry	Italy	2012	Journal 	1.10	"greenhouse, tunnel greenhouse covered in LDPE, no auxiliary heating systems"	"Cellura, M., Ardente, F., Longo, S., (2012). From the LCA of food products to the environmental assessment of protected crops districts: A case-study in the south of Italy. Journal of Environmental Management 93, 194-208."	0644
Fruit and Vegetable Counter	Peppers/Capsicums (G)	True Berry	Italy	2012	Journal 	1.25	"greenhouse,  ‘pavilion'  tent covered in LDPE, no auxiliary heating systems"	"Cellura, M., Ardente, F., Longo, S., (2012). From the LCA of food products to the environmental assessment of protected crops districts: A case-study in the south of Italy. Journal of Environmental Management 93, 194-208."	0645
Fruit and Vegetable Counter	Peppers/Capsicums (G)	True Berry	Japan	2008	Conference	3.80	"greenhouse, green pepper"	"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington."	0646
