FoodNumber,FoodName,CO2e,CO2eRef
301,"BAKEWELL TART; FRANGIPANE TART; HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
302,"BANANA CAKE, HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
303,"CHELSEA BUNS NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
304,"BATTENBURG, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
305,"CARAMEL SHORTCAKE HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
306,"CHINESE CAKES AND PASTRIES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
307,"CHINESE GLUTINOUS RICE FLOUR CAKES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
308,"SPONGE CAKE CHOCOLATE WITH MARGARINE NOT PUFA, BUTTER ICING, HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
309,"CHOCOLATE CUP CAKES HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
310,"CHOCOLATE CRISPIE CAKES (CORNFLAKES & RICE KRISPIES) PURCHASED OR HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
311,"COCONUT TART",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
313,"FRESH CREAM HORN / CREAM SLICE",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
314,"CREAM HORNS WITH ARTIFICIAL CREAM",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
315,"CURRANT BUNS HOMEMADE NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
316,"CUSTARD TART INDIVIDUAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
317,"CUSTARD TART LARGE HOMEMADE",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
318,"DANISH PASTRIES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
320,"DATE AND WALNUT LOAF",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
323,"DOUGHNUT RING, NOT ICED OR GLAZED, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
324,"DOUGHNUTS JAM FILLED, WITH OR WITHOUT GLAZE, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
325,"DOUGHNUTS FRESH CREAM FILLED",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
326,"ECCLES CAKES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
327,"ECLAIRS AND PROFITEROLES, CHOCOLATE ICING, FRESH CREAM FILLING, PURCHASED, FRESH OR FROZEN",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
328,"CHOCOLATE ECLAIR WITH ARTIFICIAL CREAM",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
329,"FANCY ICED CAKES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
330,"FLORENTINES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
331,"RICH FRUIT CAKE HOMEMADE NOT ICED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
332,"FRUIT CAKE RICH PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
333,"ICED RICH FRUIT CAKE HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
334,"FRUIT CAKE PLAIN HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
336,"FRESH CREAM GATEAU HOMEMADE",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
337,"GINGERBREAD HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
338,"GULAB JAMEN HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
339,"GULAB JAMEN RETAIL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
340,"JAM TARTS PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
341,"JAM TARTS NOT WHOLEMEAL HOMEMADE INDIVDUAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
342,"JAM TREACLE TART WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
343,"JAM TREACLE TART TWO CRUST",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
344,"JELLABI",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
345,"LARDY CAKE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
346,"LEMON CURD TART",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
347,"LEMON MERINGUE PIE HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
348,"MACAROONS OR AMARETTI",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
349,"MADEIRA CAKE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
350,"MERINGUES",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
351,"MERINGUE AND ARTIFICIAL CREAM",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
352,"MERINGUES FILLED WITH WHIPPED CREAM",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
353,"MINCE PIES NOT WHOLEMEAL INDIVIDUAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
354,"MINCE TART NOT WHOLEMEAL LARGE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
355,"MINCEMEAT TART TWO CRUST",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
356,"CHEESE PASTRY COOKED(1/2 LARD 1/2 MARG)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
357,"FLAPJACKS HOMEMADE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
366,"SATA PASTRIES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
367,"CHEESE SCONES NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
368,"SCONES, FRUIT, NOT WHOLEMEAL, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
369,"PLAIN SCONES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
370,"ROCK CAKES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
371,"POTATO SCONES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
372,"WHOLEMEAL SCONES PLAIN",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
373,"SCOTCH PANCAKES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
374,"SPONGE CAKE WITH MARGARINE, JAM FILLING, HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
375,"SPONGE CAKE FATLESS PURCHASED INCLUDING SPONGE FINGERS",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
376,"SWISS ROLL/SPONGE NO FAT JAM FILLING",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
378,"SPONGE NOT W/MEAL NOT CHOC WITH MARG BUTTER ICING",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
379,"SPONGE CAKE/ SWISS ROLL, NOT CHOCOLATE, FRESH CREAM & JAM FILLING, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
380,"SPONGE JAM FILLED PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
381,"SPONGE CAKE MIX PACKET AS SERVED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
382,"SULTANA LOAF",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
383,"SWISS ROLL INDIVIDUAL CHOCOLATE COATED PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
384,"TEACAKES",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
385,"TEACAKES, TOASTED",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
386,"CUSTARD SLICE / VANILLA SLICE, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
387,"WALNUT GATEAUX",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
388,"WALNUT LOAF",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
389,"WELSH CHEESECAKE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
390,"CHOUX PASTRY UNCOOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
391,"CHOUX PASTRY COOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
392,"FLAKY PASTRY UNCOOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
393,"FLAKY PASTRY COOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
394,"FLAKY / PUFF PASTRY, PURCHASED, RAW",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
395,"PASTRY SHORTCRUST RAW ALL MARGARINE NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
396,"PASTRY SHORT. COOKED MARGARINE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
397,"PASTRY SHORTCRUST RAW ALL LARD NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
398,"PASTRY SHORTCRUST COOKED ALL LARD NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
399,"SHORTCRUST PASTRY UNCOOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
400,"SHORTCRUST PASTRY COOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
401,"PASTRY SHORTCRUST RAW CCF/MARGARINE NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
402,"PASTRY SHORTCRUST COOKED CCF/MARGARINE NOT WH'MEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
403,"PASTRY SHORTCRUST, PURCHASED, RAW",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
404,"WHOLEMEAL PASTRY UNCOOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
405,"WHOLEMEAL PASTRY COOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
406,"PURCHASED COOKED SHORT PASTRY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
407,"WHOLEMEAL FRUIT BUN",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
408,"ICED BUN HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
409,"COCONUT PYRAMIDS",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
410,"DOUGHNUT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
411,"MELTING MOMENTS HOMEMADE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
413,"VICTORIA SANDWICH WITH JAM FILLING & ICING",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
423,"TEACAKES WHOLEMEAL TOASTED",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
502,"APPLE CRUMBLE NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
503,"FRUIT CRUMBLE NOT APPLE NOT WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
504,"BATTER PUDDING",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
505,"BREAD PUDDING",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
506,"BLANCMANGE MADE WITH WHOLE MILK",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
507,"BREAD AND BUTTER PUDDING",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
508,"APPLE CHARLOTTE",  612,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
509,"CHEESECAKE BAKED HOMEMADE",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
510,"CHEESECAKE WITH FRUIT, PURCHASED, FROZEN OR CHILLED (NOT INDIVIDUAL, NOT LOW FAT)",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
511,"CHRISTMAS PUDDING HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
512,"CHRISTMAS PUDDING PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
517,"CREME CARAMEL HOMEMADE",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
520,"FRUIT PIE INDIVIDUAL PASTRY TOP & BOTTOM",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
521,"FRUIT PIE 1 CRUST PASTRY MARG",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
523,"FRUIT PIE ONE CRUST PASTRY MADE WITH LARD/MARG",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
524,"FRUIT PIE 1 CRUST (MARG & CCF)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
525,"FRUIT PIE WHOLE MEAL PASTRY ONE CRUST 1/2 LARD 1/2 MARG",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
526,"FRUIT PIE 2 CRUST PASTRY MARG",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
528,"FRUIT PIE 2 CRUSTS MADE WITH MARG & LARD",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
529,"FRUIT PIE 2 CRUST (MARG & CCF)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
530,"FRUIT PIE WHOLEMEAL PASTRY 2 CRUSTS LARD + MARG",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
531,"BLACKCURRANT PIE 1 CRUST(MARG)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
533,"BLACKCURRANT PIE ONE CRUST HALF MARG HALF LARD",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
535,"BL'CURR PIE 1 CRUST W/M PASTRY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
536,"BL'CURR PIE 2 CRUST (MARG)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
538,"BLACKCURRANT PIE 2 CRUSTS MARG & LARD",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
539,"BL'CURR PIE 2 CRUST (CCF&MARG)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
540,"BLACKCURRANT PIE 2 CRUSTS W/M PASTRY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
541,"CUSTARD TART LARGE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
542,"EVES PUDDING",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
544,"FRUIT FOOL ANY FRUIT HOMEMADE",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
545,"EGG CUSTARD BAKED",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
546,"CUSTARD READY TO SERVE CANNED",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
547,"CUSTARD WITH POWDER WHOLE MILK AND SUGAR",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
548,"CUSTARD MADE WITH SEMI-SKIMMED MILK AND SUGAR",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
549,"CUSTARD WITH POWDER SKIMMED MILK AND SUGAR",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
550,"INSTANT DESSERT POWDER",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
551,"INSTANT DESERT AS SERVED",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
552,"JELLY PACKET CUBES",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
553,"JELLY MADE WITH WATER",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
554,"JELLY MADE WITH WHOLE MILK",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
555,"JUNKET",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
556,"MILK PUDDINGS MADE WITH WHOLE MILK",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
557,"MILK PUDDING MADE WITH SEMI-SKIMMED MILK",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
558,"MILK PUDDING MADE WITH SKIMMED MILK",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
559,"RICE PUDDING CANNED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
560,"BAKED RICE CUSTARD",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
