FoodNumber,FoodName,CO2e,CO2eRef
10109,"GLUCOSAMINE AND CHONDROITON ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10110,"GOLDSHIELD SELENIUM 100MCG AND VITAMINS A,C,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10111,"HORSE CHESTNUT TABLETS/CAPSULES ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10112,"SEVEN SEAS HALIBORANGE MULTIVITAMIN LIQUID ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10113,"SEVEN SEAS HALIBORANGE VITAMIN A,C,D CHEWABLE TABLET",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10114,"HEALTHSPAN HAIR AND NAILS TABLET",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10115,"METHYL SULPHONYL METHANE MSM 800MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10116,"HEALTHSPAN MULTIVITALITY GOLD A TO Z COMPLETE SPECTRUM MULITVITAMINS AND MINERALS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10117,"RED VINE LEAF EXTRACT ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10118,"LUTEIN 10MG (ZEAXANTHIN 440MCG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10119,"HEALTHSPAN SELENIUM 200MCG WITH VITAMINS A,C,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10120,"CALCIUM 400MG AND VITAMIN D 2.5MCG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10121,"OLIVE TAPENADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10122,"BUFFALO MILK",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10123,"MULTIGRAIN HOOPS BREAKFAST CEREAL SUPERMARKET BRAND",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10124,"STEAK AND ALE PIE CANNED",1.2e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10125,"KELLOGGS RICE KRISPIES MULTIGRAIN BREAKFAST CEREAL",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10126,"HIPP ORGANIC STAGE 2 BREAKFAST DUET JARS, ANY",  259,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10127,"TESCO CHILDRENS MULTIVITAMINS AND MINERALS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10129,"ONION RELISH",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10130,"NUTRIGRAIN ELEVENSES BARS, FORTIFIED, ANY, NOT CARROT",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10131,"TESCO OLIVE SPREAD",  882,"Average of CO2e values for Cheese from From Clune et al 2017. multiplied by1"
10132,"OPTIVITA BERRY BREAKFAST CEREAL",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10133,"MULLER VITALITY PROBIOTIC DRINK",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10134,"SEVEN SEAS COD LIVER OIL EXTRA STRENGTH 1050MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10135,"COD LIVER OIL 525MG WITH VITAMIN D 2.5MCG AND VITAMIN E 0.3MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10136,"COD LIVER OIL 260MG AND GLUCOSAMINE",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10137,"FISH OIL 500MG, EVENING PRIMROSE OIL 100MG AND VIT E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10138,"GLUCOSAMINE, CHONDROITON AND MSM",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10139,"A VOGEL ANTI-AGEING COMPLEX",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10140,"HALF FAT BUTTER, SALTED, WITH VITAMIN A AND D",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10141,"SMOKED SALMON PATE",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10142,"REALEAT VEGE MINCE COOKED",  396,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10143,"WHITE WINE, CHICKEN AND MUSHROOM SAUCE, FRESH, PURCHASED",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10144,"BEEF/OX KIDNEY STEWED",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10145,"REDUCED SALT GRAVY GRANULES NOT MADE UP",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10146,"REDUCED SALT GRAVY MADE UP",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10147,"FRESH DILL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10148,"COD LIVER OIL LIQUID",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10149,"SEA BASS BAKED OR GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10151,"COD LIVER OIL 550MG WITH VITAMINS A,D,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10152,"BENECOL YOGURT DRINKS",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10153,"VEGETABLE CHOW MEIN",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10154,"CORIANDER SEEDS",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10155,"CHORIZO",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10156,"CORNFLAKES UNFORTIFIED, INCLUDING ORGANIC BRANDS",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10157,"JELLY MADE UP WITH WATER WITH ADDED VITAMIN C",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10158,"ICED TEA FRUIT FLAVOURED",  8.4,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10159,"OAT BASED MILK ALTERNATIVE FORTIFIED",   90,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10160,"HIPP ORGANIC STAGE 1 CREAMY PORRIDGE STAGE 1 DRY WEIGHT FORTIFIED",  259,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10161,"BISTO SAUCE GRANULES",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10162,"COD LIVER OIL 400MG WITH 800MCG VIT A AND 5MCG VIT D",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10163,"VITAMIN E 400IU (268MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10165,"COD LIVER OIL OIL 1000MG CAPSULE WITH ADDED VITAMINS A,D,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10166,"BOOST ENERGY DRINK WITH B VITS",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10167,"LAZYTOWN FLAVOURED SPRING WATERS NAS FORTIFIED",   28,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10168,"FRUIT PUREE IN POUCHES NAS NOT BLACKCURRANT",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10170,"VITABIOTICS VISIONACE MULTIVITAMIN AND MINERAL",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10171,"VITABIOTICS PERFECTIL MULTIVITAMIN AND MINERAL",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10172,"VITABIOTICS MENOPACE TABLET",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10173,"COD LIVER OIL 615MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10174,"EXTRA HIGH STRENGTH COD LIVER OIL LIQUID",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10175,"COD LIVER OIL 1000MG WITH NO ADDED VITAMINS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10176,"COD LIVER OIL 1000MG WITH ADDED VITAMINS A AND D",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10177,"FLAXSEED, FISH AND STARFLOWER OIL CAPSULE",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10178,"CHEESE AND VEGETABLE QUICHE PURCHASED",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10179,"WEST INDIAN HARD DOUGH BREAD",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10180,"YOGURTS/YOGHURTS, FRUIT WITH ADDED CREAM",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10181,"ORGANIX CARROT CAKE CEREAL BAR",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10182,"WALKERS SUNBITES",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10183,"WHOLEMILK FRUIT YOGURT/YOGHURT WITH ADDED FIBRE",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10184,"ORGANIX FLAVOURED BABY RICE CAKES",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10185,"VIPER EXTREME ENERGY BAR",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10186,"VENISON SAUSAGES, BAKED OR GRILLED",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10187,"SPECIAL K CEREAL BARS, FRUIT WITH YOGURT TOPPING ONLY",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10188,"FLORAVITAL LIQUID IRON, VITAMIN AND HERB FORMULA",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10189,"FLORADIX LIQUID IRON, VITAMIN AND HERB TONIC",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10190,"STARFLOWER (BORAGE) OIL CAPSULES 1000MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10191,"MULTIVITAMINS WITH 15MG ZINC",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10192,"EVENING PRIMROSE OIL CAPSULES 500MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10193,"CHILDRENS FISH OIL 185MG WITH VITS A,D,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10194,"ASDA KIDS MULTIVITAMINS AND MINERALS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10195,"I.CAPS HEALTHY EYE TABLETS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10196,"KHEEMA NAAN",1.18e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10197,"CORNFLAKE TYPE CEREALS FROSTED UNFORTIFIED",  283,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10198,"JELLY, CONTAINING FRUIT JUICE, PURCHASED",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10199,"CHILDRENS FISH OIL 200MG WITH ADDED VITAMINS A,C,D,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10200,"BIOCARE PROSTATE COMPLEX",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10201,"VITAMIN E, ZINC AND SELENIUM CAPSULES",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10202,"THIAMIN 5MG, VITAMIN E 10MG AND VITAMIN C 10MG CAPSULES",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10203,"MULTISEED BREAD WHITE ONLY TOASTED",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10204,"MULTISEED BREAD WHOLEMEAL ONLY TOASTED",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10205,"LIFEPLAN MULTIVITAMIN TABLETS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10206,"L-GLUTAMINE POWDER",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10207,"ORGANIX FRUIT CEREAL BARS NOT CARROT NOT CHOCOLATE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10208,"PORK MEATBALLS CANNED IN TOMATO SAUCE OR GRAVY",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10209,"BLUEBERRY, APPLE AND GRAPE FRUIT JUICE 100% JUICE",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10210,"MAGNESIUM 473MG AND PANTOTHENATE 26MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10211,"COQ AU VIN HOMEMADE",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10212,"MULTIVITAMIN DROPS FOR BABIES AND CHILDREN",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10213,"COD LIVER OIL 500MG WITH NO ADDED VITAMINS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10214,"VITAMIN C 75MG AND CALCIUM 50MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10215,"CREME BRULEE PURCHASED",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
